"group_name","parameter_name"
"other","Vibrissa Morphology"
"other","Skin Appearance"
"other","Skin Coloration"
"other","Limb Bud Morphology"
"other","Limb Plate Morphology"
"other","Tail Morphology"
"other","Polydactyly"
"other","Liver/Biliary"
"other","Liver Morphology"
"other","Liver Size"
"other","Pale Liver"
"brain","Nervous System"
"brain","Brain Development"
"brain","Exencephaly"
"brain","Holoprosencephaly"
"other","spina bifida"
"other","Vision/Eye"
"other","Eye Morphology"
"other","Eye Size"
"other","Microphthalmia"
"other","Anophthalmia"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"other","Outcome"
"other","Decision"
"other","Comment on Decision (in English)"
"embryo_development","Total embryos WT"
"embryo_development","Total embryos heterozygous"
"embryo_development","Total embryos homozygous"
"embryo_development","Total dead embryos"
"other","Total dead WT"
"other","Total dead heterozygous"
"other","Total dead homozygous"
"pathology","Total gross defect at dissection (alive or dead) embryos"
"pathology","Total gross defect at dissection (alive or dead) WT"
"pathology","Total gross defect at dissection (alive or dead) heterozygous"
"pathology","Total gross defect at dissection (alive or dead) homozygous"
"other","Number of reabsorptions"
"embryo_development","% embryos WT"
"embryo_development","% embryos heterozygous"
"embryo_development","% embryos homozygous"
"embryo_development","Average Litter Size"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"embryo_development","Embryo medium"
"embryo_development","Total embryos"
"embryo_development","Total live embryos"
"other","Total live heterozygous"
"other","Total live WT"
"other","Total live homozygous"
"other","Alive"
"other","Scored"
"brain","Behavior/neurological"
"other","No spontaneous movement"
"other","Unresponsive to tactile stimuli"
"blood_hematology","Cardiovascular System"
"blood_hematology","Cardiovascular Development"
"heart","Heart Development"
"other","Outflow tract development"
"heart","Heart Morphology"
"pathology","Hemorrhage"
"pathology","Skin Hemorrhage"
"blood_hematology","Blood Vessel Morphology"
"other","Craniofacial"
"other","Head shape"
"other","Head size"
"other","Facial Morphology"
"other","Facial Cleft"
"other","Cleft Palate"
"other","Digestive/alimentary"
"other","Digestive System Morphology"
"embryo_development","Embryo Size"
"weight","Embryo weight"
"other","Body wall morphology"
"functional_behavioral","Hearing/Vestibular/Ear"
"other","Outer ear morpholgy"
"other","Ear Development"
"other","Homeostasis/metabolism"
"other","Cyanosis"
"pathology","Edema"
"other","Hydrops fetalis (fetal adema)"
"other","Integument"
"other","Vibrissa Morphology"
"other","Skin Appearance"
"other","Pallor"
"other","Skin Coloration"
"other","Limb Morphology"
"other","Tail Morphology"
"other","Polydactyly"
"other","Liver/Biliary"
"other","Liver Morphology"
"other","Liver Size"
"other","Muscle"
"other","Diaphragm Morphology"
"brain","Nervous System"
"brain","Brain Development"
"brain","Exencephaly"
"brain","Holoprosencephaly"
"other","spina bifida"
"other","Renal/Urinary"
"other","Kidney"
"other","Respiratory System"
"other","Lung Morphology"
"other","Lung Development"
"other","Respiratory Failure"
"other","Vision/Eye"
"other","Eye Morphology"
"other","Eye Size"
"other","Microphthalmia"
"other","Anophthalmia"
"other","Failure of Eyelid Fusion"
"other","Number of cervical vertebrae"
"images","Comment on image"
"images","Images"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"other","Fixative"
"embryo_development","Time of Dissection"
"other","Somite Stage"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"equipment","Date equipment last calibrated"
"other","Tail - presence"
"weight","Tail - length"
"other","Tail - thickness"
"other","Tail - morphology"
"other","Coat - color - back"
"other","Coat - color - head"
"other","Coat - color - abdomen"
"other","Coat - color pattern - back"
"other","Coat - color pattern - head"
"other","Coat - color pattern - abdomen"
"other","Coat - hair distribution - back"
"other","Coat - hair distribution - head"
"other","Coat - hair distribution - abdomen"
"other","Coat - hair texture / appearance - back"
"other","Coat - hair texture / appearance - head"
"other","Coat - hair texture / appearance - abdomen"
"other","Forelimbs - position"
"other","Forelimbs - shape"
"other","Forelimbs - size"
"other","Hindlimbs - position"
"other","Hindlimbs - shape"
"other","Hindlimbs - size"
"other","Vibrissae - presence"
"other","Vibrissae - appearance"
"other","Head size"
"other","Head morphology"
"other","Ears"
"other","Snout size"
"functional_behavioral","Activity (body position)"
"other","Tremor"
"other","Transfer arousal"
"functional_behavioral","Locomotor activity"
"functional_behavioral","Gait"
"other","Tail elevation"
"other","Touch escape"
"functional_behavioral","Startle response"
"functional_behavioral","Unexpected behaviors"
"other","Trunk curl"
"other","Limb grasp"
"other","Forepaw - size"
"other","Hindpaw - size"
"other","Forepaw - shape"
"other","Hindpaw - shape"
"other","Forelimb digit - number"
"other","Hindlimb digit - number"
"other","Forelimb digit - size"
"other","Hindlimb digit - size"
"other","Forelimb digit - shape"
"other","Hindlimb digit - shape"
"other","Forelimb nail - number"
"other","Hindlimb nail - number"
"weight","Forelimb nail - length"
"weight","Hindlimb nail - length"
"other","Forelimb nail - shape"
"other","Hindlimb nail - shape"
"other","Skin color - whole body"
"other","Skin color - snout"
"other","Skin color - ear"
"other","Skin color - front paws"
"other","Skin color - back paws"
"other","Skin color - tail"
"other","Skin texture - whole body"
"other","Skin texture - snout"
"other","Skin texture - ear"
"other","Skin texture - front paws"
"other","Skin texture - back paws"
"other","Skin texture - tail"
"other","Teeth presence"
"other","Upper teeth appearance"
"other","Lower teeth appearance"
"other","Genitalia - presence"
"other","Genitalia - size"
"other","Genitalia - morphology"
"other","Mouth morphology"
"other","Upper lip morphology"
"other","Lower lip morphology"
"other","Contact righting"
"other","Vocalization"
"other","Aggression"
"other","Head bobbing"
"other","Experimenter ID"
"other","Location of test"
"other","Number of animals in cage"
"other","Number of days since cage changed"
"images","Images"
"other","Size of squares in arena"
"other","Comments (in English)"
"other","Gross Findings Male"
"other","Pups born (primary)"
"other","Total matings (primary)"
"embryo_development","Total litters (primary)"
"other","Total pups with dissection (primary)"
"other","Pups born (Male screen)"
"other","Total matings (Male screen)"
"embryo_development","Total litters (Male screen)"
"embryo_development","Total pups/embryos (Male Screen)"
"other","Pups born (Female Screen)"
"other","Total matings (Female Screen)"
"embryo_development","Total litters (Female Screen)"
"embryo_development","Total pups/embryos (Female Screen)"
"other","Age of set up"
"other","Time spent in breeding"
"other","Test strain genotype"
"other","Test strain background secondary  (MGI ID)"
"other","Date of matings"
"other","Gross Findings Female"
"other","Age of set up (Male screen)"
"other","Age of set up (Female screen)"
"other","Time spent in  breeding (Male screen)"
"other","Time spent in breeding (Female screen)"
"other","Heterozygous - Gross Findings Male"
"other","Heterozygous - Gross Findings Female"
"images","Embryo reconstruction"
"other","Experimenter ID"
"equipment","Equipment ID"
"equipment","Equipment Manufacturer"
"equipment","Equipment Model"
"images","Image Pixel Size"
"equipment","E9.5 OPT preperation protocol"
"equipment","Date equipment last calibrated"
"other","Date of Sacrifice"
"other","Date Preparation Finished"
"images","Date of Scan"
"other","Screenshots"
"brain","Hindbrain"
"heart","4th ventricle"
"brain","Mesencephalic vesicle"
"brain","Forebrain"
"heart","Telecenphalic (lateral) ventricle"
"other","Rhombomeres"
"other","Notochord"
"heart","Infundibular recess of 3rd ventricle"
"other","Rathke's pouch"
"other","Optic vesicle"
"other","Otocyst"
"other","1st branchial arch"
"blood_hematology","1st arch artery"
"other","2nd branchial arch"
"blood_hematology","2nd arch artery"
"other","Oropharynx"
"other","3rd branchial arch"
"blood_hematology","3rd arch artery"
"other","Aortic sac"
"other","Common atrial chamber"
"other","Atrioventricular canal"
"heart","Heart ventricle"
"heart","Primitive heart tube cardiac muscle"
"heart","Dorsal aorta"
"other","Hepatic primordium"
"other","Hindgut"
"other","Forelimb bud"
"other","Neural tube"
"brain","Caudal neuropore"
"other","Somite"
"other","Somite count"
"embryo_development","Delayed embryonic development"
"blood_hematology","Vitelline artery"
"blood_hematology","Umbilical vein"
"other","Foregut"
"other","Midgut"
"heart","Pericardial cavity"
"other","Peritoneal cavity"
"other","Sinus venosus"
"other","Annotator ID"
"other","Date of Annotation"
"images","Camera to Source"
"equipment","Equipment Version"
"images","Image Pixel Size"
"images","Date of Scan"
"equipment","Equipment Manufacturer"
"equipment","Equipment ID"
"images","E9.5 MicroCT Preparation protocol"
"other","Screenshots"
"other","Object to Source"
"equipment","Source Current"
"other","Date of Sacrifice"
"other","Date Preparation Finished"
"images","Embryo reconstruction"
"other","Experimenter ID"
"equipment","Source Voltage"
"equipment","Date equipment last calibrated"
"equipment","Equipment Model"
"brain","Hindbrain"
"heart","4th ventricle"
"brain","Mesencephalic vesicle"
"brain","Forebrain"
"heart","Telecenphalic (lateral) ventricle"
"other","Rhombomeres"
"other","Notochord"
"heart","Infundibular recess of 3rd ventricle"
"other","Rathke's pouch"
"other","Optic vesicle"
"other","Otocyst"
"other","1st branchial arch"
"blood_hematology","1st arch artery"
"other","2nd branchial arch"
"blood_hematology","2nd arch artery"
"other","Oropharynx"
"other","3rd branchial arch"
"blood_hematology","3rd arch artery"
"other","Aortic sac"
"other","Common atrial chamber"
"other","Atrioventricular canal"
"heart","Heart ventricle"
"heart","Primitive heart tube cardiac muscle"
"heart","Dorsal aorta"
"other","Hepatic primordium"
"other","Hindgut"
"other","Forelimb bud"
"other","Neural tube"
"brain","Caudal neuropore"
"other","Somite"
"other","Somite count"
"embryo_development","Delayed embryonic development"
"blood_hematology","Vitelline artery"
"blood_hematology","Umbilical vein"
"other","Foregut"
"other","Midgut"
"heart","Pericardial cavity"
"other","Peritoneal cavity"
"other","Sinus venosus"
"other","Annotator ID"
"other","Date of Annotation"
"other","Outcome"
"other","Decision"
"other","Comment on Decision (in English)"
"embryo_development","Total embryos"
"embryo_development","Total embryos WT"
"embryo_development","Total embryos heterozygous"
"embryo_development","Total embryos homozygous"
"embryo_development","Total dead embryos"
"other","Total dead WT"
"other","Total dead heterozygous"
"other","Total dead homozygous"
"pathology","Total gross defect at dissection (alive or dead) embryos"
"pathology","Total gross defect at dissection (alive or dead) WT"
"pathology","Total gross defect at dissection (alive or dead) heterozygous"
"pathology","Total gross defect at dissection (alive or dead) homozygous"
"other","Number of reabsorptions"
"embryo_development","Average Litter Size"
"embryo_development","% embryos WT"
"embryo_development","% embryos heterozygous"
"embryo_development","% embryos homozygous"
"other","Time of dark cycle start"
"other","Time of dark cycle end"
"embryo_development","Embryo medium"
"embryo_development","Total live embryos"
"other","Total live heterozygous"
"other","Total live WT"
"other","Total live homozygous"
"other","Alive"
"other","Scored"
"blood_hematology","Cardiovascular System"
"blood_hematology","Cardiovascular Development"
"blood_hematology","Vascular Development"
"other","Outflow tract development"
"heart","Pericardium Morphology"
"other","Craniofacial"
"other","Craniofacial Development"
"embryo_development","Embryogenesis Phenotype"
"embryo_development","Extraembryonic tissue morphology"
"other","Allantois Morphology"
