"analysis_id","mgi_accession_id","gene_symbol","mouse_life_stage","mouse_strain","parameter_id","parameter_name","pvalue"
"qa2151p8r2l6x7i","MGI:1915267","Mrm2","Early adult","C57BL","IMPC_CBC_001_001","Sodium",0.68
"qa7li7l076my9ua","MGI:2442689","Lrrc49","Early adult","C57BL","JAX_SLW_002_001","Sleep daily percent",0.7
"qa9t72089f359l0","MGI:1333782","Pld3","Early adult","C57BL","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.65
"qadp3kp3gk55p5d","MGI:2684313","Togaram1","E9.5","C57BL","IMPC_HEM_027_001","Red blood cell distribution width",0.87
"qb09vx86fif1k1y","MGI:1921078","Dcaf4","Early adult","C57BL","IMPC_CBC_006_001","Total protein",0.59
"qb3fj3dnd9go3bh","MGI:2443796","Scart1","Early adult","C57BL","IMPC_OFD_007_001","Whole arena resting time",0.88
"qb3r215z0v39u9x","MGI:1890564","Rcan1","Early adult","C57BL","MGP_IMM_121_001","Macrophages - % of CD45+",0.73
"qb7u3297i73462x","MGI:2441730","Tbl1xr1","Late adult","C57BL","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.58
"qbb51489d66h801","MGI:98241","Stmn2","Early adult","C57BL","JAX_LDT_009_001","Percent time in light",0.14
"qbc4wbo63l73fsw","MGI:2136748","Pcdhb13","Early adult","C57BL","IMPC_HEM_002_001","Red blood cell count",1
"qbnpm1047556k1y","MGI:2443796","Scart1","Early adult","C57BL","M-G-P_025_001_022","Total bilirubin",0.08
"qbxn00el6g1f071","MGI:107628","Prdm2","Early adult","C57BL","HMGULA_SHI_009_001","Startle response",0.71
"qc0337zi1x630qx","MGI:88452","Col2a1","Early adult","C57BL","IMPC_OFD_010_001","Periphery distance travelled",0.15
"qc0338593bzls4c","MGI:2443796","Scart1","Early adult","C57BL","IMPC_IPG_012_001","Area under glucose response curve",0.27
"qc650b2i683ayn4","MGI:2441730","Tbl1xr1","Early adult","C57BL","IMPC_OFD_009_001","Whole arena average speed",0.58
"qc6itu729u2j891","MGI:1926024","Cfap61","Early adult","C57BL","M-G-P_026_001_011","Snout morphology",0.24
"qc79dl69020h4cy","MGI:88344","Cd7","Early adult","C57BL","IMPC_CBC_008_001","Total bilirubin",0.46
"qc8uuy8963k24p9","MGI:88289","Cbx2","Early adult","C57BL","IMPC_DXA_010_001","Bone Area",0.7
"qcc865ppclw9x0p","MGI:109151","Ltbp1","Early adult","129SV","IMPC_EYE_069_001","Left inner nuclear layer",0.06
"qcl80zop1895295","MGI:2669796","Rtn4rl2","Early adult","C57BL","IMPC_EYE_067_001","Left anterior chamber depth",0.84
"qcr0x4586ac6hl0","MGI:95864","Gstp2","Early adult","C57BL","IMPC_DXA_010_001","Bone Area",0.05
"qd411115c630vr6","MGI:88344","Cd7","Early adult","C57BL","IMPC_DXA_004_001","Bone Mineral Density (excluding skull)",0.58
"qd4bpi48tp4j1b4","MGI:3646952","Spink14","Early adult","C57BL","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.43
"qd97878vhg35341","MGI:1915918","Klk5","Early adult","C57BL","IMPC_HEM_019_001","Mean platelet volume",0.08
"qdhmhh39qi73z5x","MGI:2136890","Setd4","Early adult","C57BL","IMPC_EYE_007_001","Cornea",0.52
"qe29nsgry3vy340","MGI:104747","Pkia","Early adult","C57BL","IMPC_GEL_032_001","Embryo Size",0.1
"qe48t36en96mrog","MGI:2141255","Zfp513","Early adult","C57BL","IMPC_EYE_062_001","Right total retinal thickness",0.49
"qe9vnyt4t19uw98","MGI:97808","Ptpra","Early adult","C57BL","HMGULA_CBC_010_001","Phosphorus",0.46
"qeg8x9dv0ipr25t","MGI:104747","Pkia","Early adult","C57BL","IMPC_ABR_004_001","6kHz-evoked ABR Threshold",0.84
"qenuofv6s4i2h5l","MGI:2388280","Polr2b","Early adult","C57BL","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.19
"qf202kb1c4bwugq","MGI:2684313","Togaram1","E9.5","C57BL","JAX_HBD_001_001","Total holepokes",0.24
"qf6nfnwle91btjs","MGI:1918588","Tprg1","Early adult","C57BL","JAX_HBD_001_001","Total holepokes",0.49
"qf9v6n7vl07284b","MGI:1309467","Gstm6","Early adult","C57BL","IMPC_GEP_005_002","Responsive to tactile stimuli",0.99
"qg27se6oroxr0kt","MGI:1922928","Ippk","Early adult","C57BL","IMPC_CBC_016_001","HDL-cholesterol",0.36
"qg2ox1j4ozv9d3i","MGI:101901","Klra7","Early adult","C57BL","IMPC_HEM_027_001","Red blood cell distribution width",0.86
"qg6bbfi7v7z3lad","MGI:3652039","Rad21l","Middle aged adult","C57BL","IMPC_CSD_017_001","Forelimbs - position",0.46
"qg824r244f6ose0","MGI:3527427","Taar3","Early adult","C57BL","IMPC_XRY_033_001","Tibia length",0.22
"qgo7y3v1z7u1l0w","MGI:95777","Gnas","Early adult","129SV","IMPC_EYE_016_001","Lens",0.22
"qguump8ep1m87bs","MGI:2684313","Togaram1","E15.5","C57BL","JAX_URI_002_001","Creatinine",0.47
"qgz3f4euisg1t96","MGI:3652039","Rad21l","Middle aged adult","C57BL","IMPC_CBC_007_001","Albumin",0.29
"qh4oc276r1g3w31","MGI:2441730","Tbl1xr1","Early adult","C57BL","IMPC_CBC_014_001","Alkaline phosphatase",0.7
"qh9wmr7k3c40fh7","MGI:1921287","Acot6","Early adult","C57BL","JAX_SLW_010_001","Dark sleep bout lengths standard deviation",0.15
"qhfl7qr7drp18of","MGI:109349","Atf2","Early adult","C57BL","IMPC_XRY_033_001","Tibia length",0.47
"qhg2787v117531a","MGI:2684313","Togaram1","Early adult","C57BL","IMPC_CBC_001_001","Sodium",0.26
"qhnx0d5854w26h4","MGI:1928486","Tdo2","Early adult","C57BL","IMPC_EYE_017_001","Lens Opacity",1
"qhzm5j2ya6i663b","MGI:2147067","Dhx57","Early adult","C57BL","MGP_IMM_033_001","Total NK cells - % of CD45+",0.24
"qi0864gilg92v77","MGI:1921287","Acot6","Early adult","129SV","IMPC_OWT_002_001","Spleen weight",0.47
"qi0c3wxfm99ezy9","MGI:1914852","Necap1","Early adult","C57BL","HMGULA_SHI_009_001","Startle response",0.57
"qi1f5no69exmrtw","MGI:1339998","Efemp1","Early adult","C57BL","JAX_SLW_013_001","Breath rate during sleep mean",0.45
"qi35o007mhj36v6","MGI:1917022","Bdh2","Early adult","C57BL","IMPC_GEP_005_002","Responsive to tactile stimuli",0.82
"qi4gbw6b9r6o948","MGI:1921287","Acot6","Early adult","129SV","IMPC_CSD_039_001","Limb grasp",0.07
"qi4zs9i57z7ib9d","MGI:3646952","Spink14","Early adult","C57BL","IMPC_HEM_008_001","Platelet count",0.56
"qi72by6915z2wgf","MGI:2141255","Zfp513","Early adult","C57BL","IMPC_CSD_032_001","Locomotor activity",0.62
"qi8st3afc0471ku","MGI:2136748","Pcdhb13","Early adult","C57BL","IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4",0.79
"qj082jy83x9745a","MGI:106351","Vcf1","Early adult","C57BL","IMPC_EYE_023_001","Optic Disc",0.11
"qj2ao4z1906dnph","MGI:2661120","Actr3b","Early adult","C57BL","ESLIM_011_001_004","PP3 startle magnitude",0.43
"qj680u0p241jvd9","MGI:1277171","Dcx","Early adult","C57BL","M-G-P_006_001_026","Fusion of vertebrae",0.79
"qja5fud1ilpyct6","MGI:1339711","Myh1","Early adult","C57BL","IMPC_CBC_015_001","Total cholesterol",0.65
"qjb995j78n0j5wm","MGI:3646952","Spink14","Early adult","C57BL","MGP_IMM_121_001","Macrophages - % of CD45+",0
"qjs9lu99hrzzj18","MGI:97594","Prkacb","Early adult","C57BL","IMPC_CSD_039_001","Limb grasp",0.93
"qk264kd952k6013","MGI:1333782","Pld3","Early adult","C57BL","ESLIM_009_001_702","Forelimb and hindlimb grip strength measurement mean",0.74
"qk8400b5re1o45w","MGI:1922928","Ippk","E9.5","C57BL","IMPC_DXA_006_001","Body length",0.71
"qkkwcb85x63393d","MGI:2385186","Clcc1","E9.5","C57BL","IMPC_GEM_063_001","Facial cleft",0.73
"qklg0f6cs0157v9","MGI:1922928","Ippk","E12.5","C57BL","RBRCLA_YMZ_005_001","Alternation ratio per number of triplets",0.47
"qkn634lvop0n9ux","MGI:1915267","Mrm2","E9.5","C57BL","IMPC_GEM_077_001","Hemorrhage",0.67
"qksj1uy42y18312","MGI:1333782","Pld3","Early adult","C57BL","IMPC_OFD_009_001","Whole arena average speed",0.62
"ql23zz5gd6qbvsc","MGI:102716","Cryba4","Early adult","C57BL","IMPC_OFD_013_001","Periphery average speed",0.3
"ql26g46l20l2c83","MGI:95864","Gstp2","Early adult","C57BL","IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4",0.56
"ql318d6chzeakyt","MGI:98241","Stmn2","Early adult","C57BL","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.54
"ql41y33xrzcq33y","MGI:109151","Ltbp1","Early adult","C57BL","IMPC_DXA_010_001","Bone Area",0.28
"ql4854r31g30a39","MGI:2685945","Pstk","Early adult","C57BL","ESLIM_016_001_002","Red blood cell count",0.51
"ql661po56auk4ep","MGI:2141255","Zfp513","Early adult","C57BL","IMPC_DXA_007_001","BMC/Body weight",0.29
"ql91666x40p505k","MGI:95777","Gnas","Early adult","129SV","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.87
"qla1935785t0uv6","MGI:1915267","Mrm2","E9.5","C57BL","IMPC_CBC_018_001","Glucose",0.85
"qlqujf5wf3b95nc","MGI:1919824","Zc3h14","Early adult","C57BL","ESLIM_011_001_005","PP4 startle magnitude",0.62
"qm0v63a5a45cd7a","MGI:1926024","Cfap61","Early adult","C50BL","IMPC_XRY_033_001","Tibia length",0.58
"qm3lv56h43m6t0o","MGI:1915267","Mrm2","E9.5","C57BL","IMPC_OFD_010_001","Periphery distance travelled",0.82
"qm89v194q5j0k7p","MGI:1915340","Yif1a","Early adult","C57BL","IMPC_CSD_023_001","Vibrissae - presence",0.83
"qma1xaze01h909l","MGI:1932970","Ucn3","Early adult","C57BL","MGP_IMM_104_001","Mature NK cells - % of lymphocytes",0.96
"qmh8l0k9z05r17r","MGI:101901","Klra7","Early adult","C57BL","IMPC_OFD_011_001","Periphery resting time",0.34
"qn00c60165o17j3","MGI:1890564","Rcan1","Early adult","C57BL","IMPC_CBC_010_001","Phosphorus",0.27
"qn183r2v81930m5","MGI:99160","Zfp14","Early adult","C57BL","IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2",0.75
"qn37g580tp34383","MGI:1859211","Irf6","Early adult","C57BL","IMPC_GEL_063_001","Delayed embryonic development",0.69
"qn481r393munkv9","MGI:3037820","Kcna10","Early adult","C57BL","MGP_IMM_102_001","Immature NK cells - % of lymphocytes",0.89
"qn4ypc669i1206s","MGI:2388280","Polr2b","E9.5","C57BL","IMPC_CAL_021_001","Total water intake",0.61
"qn5j392jtn7o930","MGI:99602","Acan","E15.5","C57BL","JAX_URI_004_001","Magnesium",0.06
"qn9712b89i0ot07","MGI:1098746","Ankzf1","Early adult","C57BL","MGP_IMM_121_001","Macrophages - % of CD45+",0.15
"qnk862bbr97b002","MGI:1098746","Ankzf1","Early adult","C57BL","IMPC_CSD_032_001","Locomotor activity",0.67
"qnp4908553n3um0","MGI:88289","Cbx2","E15.5","C57BL","JAX_SLW_002_001","Sleep daily percent",0.69
"qnus864e2w73y6n","MGI:1916943","Pof1b","Early adult","C57BL","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.68
"qo021lbtb6cr297","MGI:1921674","Tmc5","Early adult","C57BL","M-G-P_006_001_026","Fusion of vertebrae",0.87
"qo256f929468q80","MGI:1915340","Yif1a","Early adult","C57BL","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.99
"qo8334hw3c670m5","MGI:2669796","Rtn4rl2","Early adult","C57BL","IMPC_HEM_001_001","White blood cell count",0.11
"qoyv6x4z452t7ni","MGI:104747","Pkia","Early adult","C57BL","MGP_IMM_104_001","Mature NK cells - % of lymphocytes",0.49
"qoz07r655r08r4u","MGI:98241","Stmn2","E18.5","C57BL","IMPC_ECH_005_001","Fractional Shortening",0.88
"qoze59j2qw4d09g","MGI:1916387","Vstm5","Early adult","C57BL","KMPCLA_HEM_007_001","Mean cell hemoglobin concentration",0.46
"qozpyrnlw2p83q3","MGI:2385186","Clcc1","E9.5","C57BL","IMPC_EYE_067_001","Left anterior chamber depth",0.12
"qp2fe18z91y526t","MGI:2136748","Pcdhb13","Early adult","C57BL","IMPC_CBC_007_001","Albumin",0.49
"qp3v5m4y4z2c389","MGI:99602","Acan","Early adult","C57BL","ESLIM_016_001_008","Platelets count",0.52
"qp41r19x48x767f","MGI:1344403","Cfdp1","Early adult","C57BL","RBRCLA_YMZ_005_001","Alternation ratio per number of triplets",0.72
"qp4zz58cd7me13k","MGI:109151","Ltbp1","Early adult","C57BL","IMPC_CBC_008_001","Total bilirubin",0.08
"qpbdazh2j15l470","MGI:2153608","Ube2j2","Late adult","C57BL","IMPC_CSD_009_001","Coat - color pattern - head",0.15
"qpe17q37y48073v","MGI:1915267","Mrm2","E9.5","C57BL","ESLIM_016_001_008","Platelets count",0.22
"qpfb89cc01wk177","MGI:1339711","Myh1","Early adult","C57BL","ESLIM_016_001_008","Platelets count",0.26
"qpkm88pyhia5w3d","MGI:2387194","Qsox2","Early adult","C57BL","IMPC_CBC_007_001","Albumin",0.56
"qps9717g31mf725","MGI:106351","Vcf1","Early adult","129SV","IMPC_HEM_027_001","Red blood cell distribution width",0.59
"qq1o8bol100y28c","MGI:1921275","Nphp3","Early adult","C57BL","IMPC_OWT_002_001","Spleen weight",0.44
"qq24d0v980ykymc","MGI:109151","Ltbp1","Early adult","C57BL","IMPC_EYE_083_001","Vitreous",0.72
"qq317163r627yx2","MGI:3607787","Spata21","Early adult","C57BL","IMPC_GEP_004_002","Spontaneous movement",0.94
"qq390695f4c2ts7","MGI:88344","Cd7","Early adult","C57BL","IMPC_CSD_009_001","Coat - color pattern - head",0.73
"qq71nlsolo3957c","MGI:96217","Hprt1","Early adult","C57BL","IMPC_CSD_023_001","Vibrissae - presence",0.8
"qq7m5rh5v6b33u4","MGI:2443834","Ppfia2","Early adult","C57BL","M-G-P_026_001_011","Snout morphology",0.62
"qq7s7r49hr9jgn3","MGI:95805","Grb2","Early adult","C57BL","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.17
"qq946w76s3f0q64","MGI:1917022","Bdh2","Early adult","C57BL","ESLIM_011_001_005","PP4 startle magnitude",0.11
"qqbh22p0y01gdm4","MGI:2153608","Ube2j2","Middle aged adult","C57BL","ESLIM_016_001_005","Mean cell volume",0.8
"qqbr12jyif4906x","MGI:99602","Acan","Early adult","C57BL","M-G-P_006_001_013","Radius",0.42
"qqepxj1bny3n84d","MGI:95805","Grb2","Early adult","C57BL","CCP_XRY_003_001","Maxilla/Pre-maxilla",0.33
"qqpye9290hk7lo2","MGI:104747","Pkia","Early adult","C57BL","IMPC_HEM_019_001","Mean platelet volume",0.12
"qr7l54k5566ogy2","MGI:1922928","Ippk","E9.5","C57BL","IMPC_HEM_006_001","Mean corpuscular hemoglobin",0.89
"qru1yh8989y2iv8","MGI:1915267","Mrm2","Early adult","C57BL","IMPC_HEM_008_001","Platelet count",0.54
"qruka2ec4f5d6p8","MGI:2145567","Fam149b","Early adult","C57BL","IMPC_INS_001_001","Insulin",0.18
"qryxi6lb0rb0d7s","MGI:2153608","Ube2j2","Early adult","C57BL","IMPC_CSD_023_001","Vibrissae - presence",0.26
"qs04g509y04l01m","MGI:1916387","Vstm5","Early adult","C57BL","JAX_LDT_005_001","Time mobile dark side",0.3
"qs05tax180b7uww","MGI:98839","Prss1","Early adult","C57BL","IMPC_ECH_011_001","LVIDs",0.86
"qs14bws1y5xt0ng","MGI:98241","Stmn2","E12.5","C57BL","JAX_URI_005_001","Glucose",0.42
"qs3dv3g474ipwm8","MGI:2147067","Dhx57","Early adult","C57BL","IMPC_CBC_009_001","Calcium",0.92
"qs6k2233a09ctpe","MGI:2136890","Setd4","Early adult","C57BL","RBRCLA_YMZ_005_001","Alternation ratio per number of triplets",0.19
"qsi9860mmgd3hw6","MGI:107628","Prdm2","Early adult","C57BL","JAX_HBD_001_001","Total holepokes",0.64
"qsp4c28il5n13u7","MGI:1353497","Slc25a10","Early adult","C57BL","IMPC_HWT_002_001","Tibia length",0.67
"qsu81586stme9zi","MGI:98241","Stmn2","E18.5","C57BL","JAX_LDT_009_001","Percent time in light",0.51
"qt28po1625658x0","MGI:98261","Ccl4","Early adult","C57BL","IMPC_HEM_038_001","Basophil differential count",0.19
"qt2mkx71dm4my44","MGI:1914852","Necap1","E18.5","C57BL","IMPC_CSD_033_001","Gait",0.58
"qt5adn3v54wapv2","MGI:2385186","Clcc1","E12.5","C57BL","IMPC_GEM_068_001","Forebrain morphology",0.17
"qtt6khz2cs48s5k","MGI:3041259","Mettl25","Early adult","C57BL","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.74
"qtwk4m198qx68v9","MGI:1919824","Zc3h14","Early adult","C57BL","IMPC_EYE_083_001","Vitreous",0.55
"qu081u50kv2qt5p","MGI:2387194","Qsox2","Late adult","C57BL","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.68
"qu635xn4fn4pg0w","MGI:1914015","4933411k16rik","Early adult","C57BL","IMPC_CSD_029_001","Activity (body position)",0.4
"qu9yl492k6n339u","MGI:96273","Htr1a","Early adult","C57BL","IMPC_DXA_006_001","Body length",0.26
"quatk378462l9v6","MGI:2387194","Qsox2","Early adult","C57BL","IMPC_CSD_023_001","Vibrissae - presence",0.17
"qubfntge21x3n6z","MGI:99602","Acan","Early adult","C57BL","IMPC_ACS_033_001","% Pre-pulse inhibition - PPI1",0.72
"quchsi175j5r9p8","MGI:1859211","Irf6","Early adult","C57BL","IMPC_CSD_017_001","Forelimbs - position",0.77
"quu06yj7bkson01","MGI:1928486","Tdo2","E12.5","C57BL","IMPC_EYE_068_001","Left total retinal thickness",0.36
"qux9e7mym4h4spr","MGI:2387194","Qsox2","Late adult","C57BL","IMPC_OFD_020_001","Distance travelled - total",0.91
"qv296735224l82k","MGI:1932970","Ucn3","Early adult","C57BL","KMPCLA_CBC_006_001","Total protein",0.26
"qv3t0iina080ado","MGI:3607787","Spata21","Early adult","C57BL","IMPC_GEL_063_001","Delayed embryonic development",0.15
"qv3y35l8w5t9062","MGI:3527427","Taar3","Early adult","C57BL","JAX_URI_004_001","Magnesium",0.68
"qv8byl2j51ec567","MGI:1915918","Klk5","Early adult","C57BL","M-G-P_025_001_014","Alanine aminotransferase",0.07
"qv8u6whf24iez7n","MGI:2684313","Togaram1","E9.5","C57BL","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.92
"qvc3y47j6kac4hv","MGI:95805","Grb2","Early adult","C57BL","IMPC_ECH_012_001","LVPWs",0.35
"qvkc3blp75kh0cx","MGI:99602","Acan","Early adult","C57BL","HMGULA_HWT_008_001","Heart weight",0.5
"qvn3370u44w4w2j","MGI:1921674","Tmc5","Early adult","C57BL","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.89
"qvxy6a4033csy50","MGI:2684313","Togaram1","Early adult","C57BL","IMPC_CAL_021_001","Total water intake",0.77
"qw0tc0r6d047p7t","MGI:1915918","Klk5","Early adult","C57BL","IMPC_HEM_027_001","Red blood cell distribution width",0
"qw191bej03vfmb9","MGI:2153608","Ube2j2","Middle aged adult","C57BL","IMPC_ECH_011_001","LVIDs",0.82
"qw3gwdsqc202435","MGI:3646952","Spink14","Early adult","C57BL","IMPC_GEL_032_001","Embryo Size",0.13
"qw43y95q87ddgq4","MGI:1309467","Gstm6","Early adult","C57BL","IMPC_HEM_003_001","Hemoglobin",0.96
"qw44z1g8dg8ev9a","MGI:95864","Gstp2","Early adult","C57BL","JAX_LDT_002_001","Light side time spent",0.89
"qw5w5uhru843yt0","MGI:88344","Cd7","Early adult","C57BL","IMPC_GEP_005_002","Responsive to tactile stimuli",0.64
"qwq456x91ka384m","MGI:2153608","Ube2j2","Early adult","C57BL","JAX_OFD_007_001","Whole arena resting time",0.58
"qwqj37z23u43r0p","MGI:2661120","Actr3b","Early adult","C57BL","IMPC_HEM_001_001","White blood cell count",0.31
"qww2ki09v729pb2","MGI:2385186","Clcc1","Early adult","C57BL","HMGULA_CBC_016_001","HDL-cholesterol",0.74
"qwx71hc1dic7t5u","MGI:3646952","Spink14","Early adult","C57BL","IMPC_CSD_036_001","Startle response",0.44
"qx0if38as37628m","MGI:1353497","Slc25a10","Early adult","C57BL","IMPC_CBC_016_001","HDL-cholesterol",0.96
"qx1z186ax1q46m9","MGI:2137026","P2rx5","Early adult","C57BL","ESLIM_016_001_005","Mean cell volume",0.57
"qx299o58t0g4f5h","MGI:98261","Ccl4","Early adult","C57BL","IMPC_CSD_009_001","Coat - color pattern - head",0.74
"qx2di176vr8wnuj","MGI:88289","Cbx2","Early adult","C57BL","ESLIM_009_001_704","Forelimb and hindlimb grip strength normalised against body weight",0.4
"qx388w6zo1r3282","MGI:1916387","Vstm5","Early adult","C57BL","IMPC_OFD_014_001","Center distance travelled",0.16
"qx69893e953182u","MGI:3037820","Kcna10","E12.5","C57BL","IMPC_CBC_008_001","Total bilirubin",0.6
"qx6q2899a8l0se1","MGI:1921720","Cep72","Early adult","C57BL","IMPC_EYE_002_001","Bulging eye",0.09
"qxcgvc1ihbx22b3","MGI:88289","Cbx2","E15.5","C57BL","IMPC_CBC_017_001","Triglycerides",0.75
"qxdzcz6j4lzs8u8","MGI:2388280","Polr2b","E9.5","C58BL","ESLIM_021_001_005","HDL-cholesterol",0.36
"qxk5y1g219n73l6","MGI:3652039","Rad21l","Late adult","C57BL","IMPC_CSD_008_001","Coat - color pattern - back",0.53
"qxktq22l5mw3po2","MGI:2681308","Tas2r139","Early adult","C57BL","IMPC_GEL_032_001","Embryo Size",0.06
"qxs4625ya9oceb5","MGI:2145567","Fam149b","Early adult","C57BL","IMPC_OFD_012_001","Periphery permanence time",0.97
"qy029i943qp1742","MGI:106351","Vcf1","Early adult","C57BL","IMPC_EYE_017_001","Lens Opacity",0.87
"qy2421gp23n77so","MGI:2441730","Tbl1xr1","Late adult","C57BL","IMPC_EYE_014_001","Pupil Light Response",0.28
"qy6w7rev756o6du","MGI:3607787","Spata21","Early adult","C57BL","IMPC_CSD_039_001","Limb grasp",0
"qyf2ux30045gi0l","MGI:1917022","Bdh2","Early adult","C57BL","HMGULA_CBC_016_001","HDL-cholesterol",0.15
"qyg9x633m514w1n","MGI:102716","Cryba4","Early adult","C57BL","IMPC_HEM_004_001","Hematocrit",0.35
"qym16j20mf3t620","MGI:1277171","Dcx","Early adult","C57BL","MGP_IMM_102_001","Immature NK cells - % of lymphocytes",0.71
"qys25269gjq94ou","MGI:95805","Grb2","Early adult","C57BL","JAX_SLW_013_001","Breath rate during sleep mean",0.57
"qyv11ne632y56j4","MGI:1919192","Myof","Early adult","C57BL","IMPC_CSD_039_001","Limb grasp",0.65
"qz0hj07550xqa16","MGI:2387194","Qsox2","Late adult","C50BL","IMPC_GEM_027_001","Limb Bud Morphology",0.48
"qz95505e91okguf","MGI:88452","Col2a1","Early adult","C57BL","IMPC_OFD_050_001","Percentage center movement time",0.21
"qzm500o44l9969m","MGI:3037820","Kcna10","Early adult","C57BL","IMPC_GEM_077_001","Hemorrhage",0.47
"qzo0596dx8675qo","MGI:88344","Cd7","Early adult","C57BL","CCP_XRY_002_001","Zygomatic bone",0.39
"qzs5dx0t034j3j6","MGI:99602","Acan","E15.5","C57BL","ESLIM_011_001_003","PP2 startle magnitude",0.4
"r00ol49t8n5fti0","MGI:1921287","Acot6","Early adult","129SV","IMPC_OFD_022_001","Percentage center time",0.69
"r01c9kc5m393lvp","MGI:95777","Gnas","Early adult","129SV","IMPC_EYE_063_001","Right inner nuclear layer",0.48
"r06j6e918jro1zz","MGI:3652039","Rad21l","Late adult","C57BL","IMPC_IPG_010_001","Fasted blood glucose concentration",0.31
"r07z3h6u73yw6h7","MGI:95805","Grb2","Early adult","C57BL","IMPC_CBC_014_001","Alkaline phosphatase",0.06
"r08h3ed4e7ie4rx","MGI:1916387","Vstm5","Early adult","C57BL","IMPC_CSD_039_001","Limb grasp",0.93
"r08qopcld3413a5","MGI:1915918","Klk5","Early adult","C57BL","IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2",0.86
"r094dhv786o379e","MGI:109151","Ltbp1","Early adult","C57BL","IMPC_OWT_002_001","Spleen weight",0.66
"r09607jo120jsqg","MGI:2685031","Leo1","Early adult","C57BL","IMPC_ECH_011_001","LVIDs",0.32
